experiment_label,solver,tolerance,memory,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"+step_size,1e-4,0",+step_size,1e-4,0,self,TERMINATION_REASON_OPTIMAL,59,6.321125103,181.5,0.0,2.2180064660617352e-8,2.2180064168662095e-8,9.653232733957518e-5,1.1514488035281497e-5,5.8182422577955666e-5,1.1717298549258567e-5,9.653232733957518e-5,1.1514488035281497e-5,1.0632488493784168e-5,5.8586492746292836e-6,0.0006563762989944564,0.00484418303802857,0.00022509599960777608
"+step_size,1e-4,1",+step_size,1e-4,1,self,TERMINATION_REASON_OPTIMAL,62,2.675251767,190.5,0.0,-1.9309927414376534e-8,1.9309927041503243e-8,9.782103819126249e-5,1.5746886496153525e-5,4.495791210423002e-5,9.522783395657943e-6,9.782103819126249e-5,1.5746886496153525e-5,8.215788583095149e-6,4.761391697828971e-6,0.0006803831410057765,0.004820486441511968,0.00019783323744891612
"+step_size,1e-4,2",+step_size,1e-4,2,self,TERMINATION_REASON_OPTIMAL,47,2.013929464,144.5,0.0,1.2115781284958578e-7,1.2115779817037193e-7,9.828310451525333e-5,1.923606968508144e-5,9.979570276657526e-5,1.8618931014616855e-5,9.828310451525333e-5,1.923606968508144e-5,1.8237065670014574e-5,9.309465507308427e-6,0.0005217680699299892,0.004686849665419376,0.00020639966116498757
"+step_size,1e-4,3",+step_size,1e-4,3,self,TERMINATION_REASON_OPTIMAL,52,2.093801621,159.5,0.0,8.536456182932766e-8,8.536455454221986e-8,9.9233124931085e-5,1.4530823447609915e-5,8.076524230463811e-5,1.1687490470085924e-5,9.9233124931085e-5,1.4530823447609915e-5,1.4759363248430898e-5,5.843745235042962e-6,0.0006065355968431812,0.0047925972485048825,0.0002501322280963783
"+step_size,1e-4,4",+step_size,1e-4,4,self,TERMINATION_REASON_OPTIMAL,54,2.322796788,165.5,0.0,-2.1682430721189788e-8,2.1682430251061995e-8,9.847994507203378e-5,2.163188068931158e-5,6.260372219079745e-5,1.2702392366152084e-5,9.847994507203378e-5,2.163188068931158e-5,1.144045445976173e-5,6.351196183076042e-6,0.000591036265375781,0.0047154921576373155,0.00023175758601917028
"+step_size,1e-4,5",+step_size,1e-4,5,self,TERMINATION_REASON_OPTIMAL,43,1.897322669,132.5,0.0,7.842023245358992e-8,7.842022630385754e-8,9.779422337518923e-5,1.934781616411946e-5,9.684783221529252e-5,2.220223797303404e-5,9.779422337518923e-5,1.934781616411946e-5,1.7698360020972828e-5,1.110111898651702e-5,0.00048306453836346867,0.004648853437626733,0.00020496632537833975
