experiment_label      ,solver         ,tolerance ,instance_name ,termination_reason         ,iteration_count ,solve_time_sec ,cumulative_kkt_matrix_passes ,primal_objective   ,dual_objective     ,relative_optimality_gap ,l2_primal_residual     ,l_inf_primal_residual ,l2_dual_residual      ,l_inf_dual_residual    ,relative_l2_primal_residual ,relative_l_inf_primal_residual ,relative_l2_dual_residual ,relative_l_inf_dual_residual ,l_inf_primal_variable ,l2_primal_variable ,l_inf_dual_variable
"pdhg,1e-4"           ,pdhg           ,1e-4      ,nug08-3rd     ,TERMINATION_REASON_OPTIMAL ,           3520 ,   9.648389997 ,                      3739.0 ,213.96620387872724 ,213.99972808906548 ,7.815121863980506e-5    ,0.0004840590237110914  ,9.599561768824927e-5  ,0.0                   ,0.0                    ,9.681180474221829e-5        ,4.7997808844124634e-5          ,0.0                       ,0.0                          ,  0.2499760011173871  ,4.795109811057935  , 20.75473069034755
"+restarts,1e-4"      ,+restarts      ,1e-4      ,nug08-3rd     ,TERMINATION_REASON_OPTIMAL ,           2080 ,   9.442394021 ,                      2227.0 ,213.99281674180898 ,214.00136821552763 ,1.99337753715816e-5     ,0.00010289869579706674 ,2.0433080723081254e-5 ,0.0002872456925619016 ,1.5818410102674818e-5  ,2.0579739159413348e-5       ,1.0216540361540627e-5          ,3.5647363640824185e-7     ,7.333037796087658e-7         ,  0.2499949072514724  ,4.7956781062759415 , 20.75483294186364
"+scaling,1e-4"       ,+scaling       ,1e-4      ,nug08-3rd     ,TERMINATION_REASON_OPTIMAL ,           2240 ,   9.770149968 ,                      2395.0 ,214.01010029419467 ,214.00516264636994 ,1.1509259113274371e-5   ,0.00014590618284547073 ,2.999566139849641e-5  ,0.0011840306880493605 ,9.354346442425054e-5   ,2.9181236569094145e-5       ,1.4997830699248205e-5          ,1.4693892229452688e-6     ,4.336451993263333e-6         ,  0.2500118709733294  ,4.7960490453788225 , 20.54005374782184
"+primal_weight,1e-4" ,+primal_weight ,1e-4      ,nug08-3rd     ,TERMINATION_REASON_OPTIMAL ,           1520 ,   8.593624648 ,                      1639.0 ,213.99619049732465 ,214.01047781282205 ,3.330324806762555e-5    ,5.531811832794251e-5   ,1.1708748857142126e-5 ,0.002403117329142067  ,0.00019095681658565233 ,1.1063623665588502e-5       ,5.854374428571063e-6           ,2.9822830949861027e-6     ,8.852302755802141e-6         ,  0.24999730215855373 ,4.795749552331986  , 22.712166024672662
"+step_size,1e-4"     ,+step_size     ,1e-4      ,nug08-3rd     ,TERMINATION_REASON_OPTIMAL ,            600 ,   8.030127782 ,                       652.5 ,214.005555699833   ,213.99970174520607 ,1.3645414654804529e-5   ,8.03110973735684e-5    ,1.6500233421368193e-5 ,0.0                   ,0.0                    ,1.6062219474713678e-5       ,8.250116710684097e-6           ,0.0                       ,0.0                          ,  0.25000653433556624 ,4.795951194629383  , 25.790869631452086
