experiment_label,solver,tolerance,memory,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"+primal_weight,1e-4,0",+primal_weight,1e-4,0,self,TERMINATION_REASON_OPTIMAL,73,25.92776349,389.0,0.0,2.4333675731488565e-9,2.433367567227579e-9,9.980149585073843e-5,1.3323395493339712e-5,2.839451360118861e-6,7.101903738703969e-7,9.980149585073843e-5,1.3323395493339712e-5,5.188926926284819e-7,3.5509518693519844e-7,0.000610352138837768,0.004867597449679178,8.185133289601785e-6
"+primal_weight,1e-4,1",+primal_weight,1e-4,1,self,TERMINATION_REASON_OPTIMAL,83,19.523551439,439.0000011546538,0.0,2.1373743575918647e-9,2.137374353023496e-9,9.874447935526326e-5,1.2575299621801749e-5,3.223442950279926e-6,6.840355591046101e-7,9.874447935526326e-5,1.2575299621801749e-5,5.890648508714133e-7,3.4201777955230506e-7,0.0006514256674456843,0.00492907054258828,8.652912441147523e-6
"+primal_weight,1e-4,3",+primal_weight,1e-4,3,self,TERMINATION_REASON_OPTIMAL,91,21.890291355,479.00000368089223,0.0,1.7192177870364224e-9,1.7192177840807126e-9,9.971188174558962e-5,1.9649813150404678e-5,3.0869248098541994e-6,8.175186734275195e-7,9.971188174558962e-5,1.9649813150404678e-5,5.641169801407898e-7,4.0875933671375977e-7,0.0006937881612368462,0.004974224692155845,9.212456690075045e-6
"+primal_weight,1e-4,5",+primal_weight,1e-4,5,self,TERMINATION_REASON_OPTIMAL,102,26.203269462,534.0000067129882,0.0,1.6523623230589235e-9,1.6523623203286224e-9,9.944188217800007e-5,1.3682431251811871e-5,2.7287059035878156e-6,5.544948611499051e-7,9.944188217800007e-5,1.3682431251811871e-5,4.986546251824668e-7,2.7724743057495254e-7,0.0007396004734872508,0.005024703821528253,9.725627169309461e-6
"+primal_weight,1e-4,10",+primal_weight,1e-4,10,self,TERMINATION_REASON_OPTIMAL,108,26.557866714,564.0000132130672,0.0,1.6899831383085003e-9,1.6899831354524575e-9,9.918962760091944e-5,1.2385311014610209e-5,2.864654923981519e-6,8.736824786463147e-7,9.918962760091944e-5,1.2385311014610209e-5,5.234984926433063e-7,4.3684123932315734e-7,0.0007736976833499647,0.005052564176803972,9.913207855179982e-6
"+primal_weight,1e-4,15",+primal_weight,1e-4,15,self,TERMINATION_REASON_OPTIMAL,109,25.3306303,569.0000184163192,0.0,1.670484168933522e-9,1.6704841661430046e-9,9.907781035925785e-5,1.3064346517787197e-5,2.8594291794863656e-6,8.614504803708965e-7,9.907781035925785e-5,1.3064346517787197e-5,5.225435192036608e-7,4.3072524018544827e-7,0.0007775803205501458,0.005057163110104466,9.969577969590489e-6
"+primal_weight,1e-4,20",+primal_weight,1e-4,20,self,TERMINATION_REASON_OPTIMAL,108,26.698495491,564.0000221045032,0.0,1.6346093157976194e-9,1.6346093131256718e-9,9.990334434830738e-5,1.3441873747567485e-5,2.821267757176997e-6,7.55579741138733e-7,9.990334434830738e-5,1.3441873747567485e-5,5.155697483355407e-7,3.777898705693665e-7,0.0007755874133927037,0.0050538453509836835,9.957739236886126e-6
"+primal_weight,1e-4,30",+primal_weight,1e-4,30,self,TERMINATION_REASON_OPTIMAL,107,28.447932924,559.0000263170499,0.0,1.6216538042261268e-9,1.621653801596366e-9,9.92519269751233e-5,1.3540039731906142e-5,2.7654732297260028e-6,6.443388978577948e-7,9.92519269751233e-5,1.3540039731906142e-5,5.053736333431824e-7,3.221694489288974e-7,0.0007734673160850519,0.005050152367139734,9.924456454614778e-6
"+primal_weight,1e-4,40",+primal_weight,1e-4,40,self,TERMINATION_REASON_OPTIMAL,106,28.290056944,554.0000272453074,0.0,1.6076499272110818e-9,1.6076499246265434e-9,9.98476322860396e-5,1.3372211522122646e-5,2.7482933268465795e-6,5.694090110215868e-7,9.98476322860396e-5,1.3372211522122646e-5,5.022341092120747e-7,2.847045055107934e-7,0.0007702911094378551,0.005046237910521186,9.902860124755204e-6
